5937,"51.491138","-0.09759","2011-03-22 08:03:12"
5937,"51.491192","-0.097618","2011-03-22 08:03:13"
5937,"51.491245","-0.097644","2011-03-22 08:03:14"
5937,"51.491299","-0.097658","2011-03-22 08:03:15"
5937,"51.491352","-0.097675","2011-03-22 08:03:16"
5937,"51.491405","-0.097686","2011-03-22 08:03:17"
5937,"51.491459","-0.097697","2011-03-22 08:03:18"
5937,"51.491508","-0.097711","2011-03-22 08:03:19"
5937,"51.491562","-0.097725","2011-03-22 08:03:20"
5937,"51.491611","-0.097737","2011-03-22 08:03:21"
5937,"51.491711","-0.097767","2011-03-22 08:03:23"
5937,"51.491776","-0.097801","2011-03-22 08:03:24"
5937,"51.491837","-0.097836","2011-03-22 08:03:25"
5937,"51.491898","-0.097877","2011-03-22 08:03:26"
5937,"51.491955","-0.097915","2011-03-22 08:03:27"
5937,"51.492008","-0.097949","2011-03-22 08:03:28"
5937,"51.492058","-0.09798","2011-03-22 08:03:29"
5937,"51.492111","-0.098011","2011-03-22 08:03:30"
5937,"51.492161","-0.098039","2011-03-22 08:03:31"
5937,"51.492214","-0.098069","2011-03-22 08:03:32"
5937,"51.492275","-0.09812","2011-03-22 08:03:33"
5937,"51.492332","-0.098178","2011-03-22 08:03:34"
5937,"51.49239","-0.098241","2011-03-22 08:03:35"
5937,"51.492447","-0.098294","2011-03-22 08:03:36"
5937,"51.492504","-0.098339","2011-03-22 08:03:37"
5937,"51.492565","-0.098384","2011-03-22 08:03:38"
5937,"51.492626","-0.098431","2011-03-22 08:03:39"
5937,"51.492687","-0.098475","2011-03-22 08:03:40"
5937,"51.492748","-0.098518","2011-03-22 08:03:41"
5937,"51.492859","-0.0986","2011-03-22 08:03:43"
5937,"51.492912","-0.098648","2011-03-22 08:03:44"
5937,"51.492954","-0.098724","2011-03-22 08:03:45"
5937,"51.493","-0.098801","2011-03-22 08:03:46"
5937,"51.493042","-0.098864","2011-03-22 08:03:47"
5937,"51.493073","-0.098918","2011-03-22 08:03:48"
5937,"51.493122","-0.099014","2011-03-22 08:03:49"
5937,"51.493168","-0.09911","2011-03-22 08:03:50"
